affiliation_id,affiliation_name,affiliation_country
928653953,lethbridge college,Canada
929178185,american president lines,United States
929267784,wsp global,Canada
929597975,national university of sciences and technology,Pakistan
929669806,universal technical institute,United States
929750302,owen graduate school of management,United States
929800949,international metalworking companies,Israel
929911469,royal ulster constabulary,United Kingdom
929934785,european automobile manufacturers association,Belgium
930026050,china steel,Taiwan
930072361,universiti tun hussein onn malaysia,Malaysia
930277652,kinder morgan,United States
930713850,the hague university of applied sciences,Netherlands
930922190,lpl financial,United States
931114974,second amendment foundation,United States
931278978,college of business administration,Latvia
931288993,dhemaji college,India
931681460,universiti tunku abdul rahman,Malaysia
931750010,cabela s,United States
931913249,norwegian school of economics,Norway
931969281,middle georgia state college,United States
932009129,all saints college,Not Found
932026679,innovative solutions support,United States
932239252,shanmugha arts science technology research academy,India
932295354,hastings entertainment,United States
932536944,topcon corporation,Japan
932564295,international institute of social history,Netherlands
933054736,defence academy of the united kingdom,United Kingdom
933254369,nest labs,United States
933276082,cleveland institute of music,United States
933318745,dit university,India
933552000,advanced info service,Thailand
1279594646,agencia estatal de meteorologia,Spain
1279596006,statistics sweden,Sweden
1279620490,american forest paper association,United States
1279667971,artificial intelligence center,United States
1279672703,variable energy cyclotron centre,India
1279684262,vancouver island health authority,Canada
1279696364,ministry of economy and finance,Not Found
1279799976,univates,Brazil
1279924901,man truck bus,Germany
1279955124,naturhistorisches museum,Austria
1279970786,defense information systems agency,United States
1280006231,extreme networks,United States
1280045555,international student exchange programs,Not Found
1280073049,mary matha arts science college,India
1280088453,blue coat systems,United States
1280179531,national institute of economic research,Sweden
1280232793,world intellectual property organization,Switzerland
1280259254,henry m jackson foundation for the advancement of military medicine,United States
1280293394,singapore ministry of education,Singapore
1280339224,nuclear regulatory commission,United States
1280367701,canadian forest service,Canada
1280400925,communist university of the toilers of the east,Russia
1280414376,air force research laboratory,United States
1280466440,united states department of the navy,United States
1280473865,information international inc,United States
1280525279,ontario ministry of transportation,Canada
1280527723,dow chemical company,United States
1280536761,ames research center,United States
1280581677,darpa,United States
1280640908,the nature conservancy,United States
1280688110,bmc software,United States
1280721649,museo nacional del prado,Spain
1280737905,ecole de l air,France
1280822658,federal statistical office,Switzerland
1280882487,dimagi,United States
1281027232,lincoln hospital,United States
1281029379,international atomic energy agency,Austria
1281109512,nevsehir university,Turkey
1281122123,department of industry,United Kingdom
1281160679,graphic era hill university,India
1281210470,csiro marine and atmospheric research,Australia
1281378812,oak ridge associated universities,United States
1281400175,oslo university hospital,Norway
1281526552,knowledge institute of technology,India
1281539108,hospital for special surgery,United States
1281553031,metropcs,United States
1281592868,radar networks,United States
1281635806,alberta environment,Canada
1281650365,aruba networks,United States
1281704429,christiana care health system,United States
1281735042,natural resources canada,Canada
1281773123,national gallery of art,United States
1282070171,office of education,United States
1282105669,argonne national laboratory,United States
1282113950,united states department of homeland security,United States
1282161747,central science laboratory,United Kingdom
1282233841,lucid inc,United States
1282311441,lawrence livermore national laboratory,United States
1282355914,university of santo tomas hospital,Philippines
1282368058,international foundation for electoral systems,United States
1282462722,united states department of transportation,United States
1282474121,turning point,Not Found
1282516798,wake forest baptist medical center,United States
1282569916,mazda,Japan
1282599124,department of environment and conservation,Canada
1282619606,actel,United States
1282688002,health on the net foundation,Switzerland
1282700336,debre berhan university,Ethiopia
1282770075,tektronix,United States
1282776028,german institute for economic research,Germany
1282896978,community emergency response team,United States
1282927378,institute of medicine,United States
1282927834,cedars sinai medical center,United States
1283026217,home office,United Kingdom
1283052075,american legacy foundation,United States
1283097824,computer simulation technology,France
1283103587,at t,United States
1283104182,pearson education,United Kingdom
1283111495,ministry of economy,Israel
1283155146,panasonic,Japan
1283197605,surrey satellite technology,United Kingdom
1283220839,hochschule der medien,Germany
1283236314,thales group,France
1283247047,the research institute at nationwide children s hospital,United States
1283280774,brigham and women s hospital,United States
1283339181,japan international cooperation agency,Japan
1283382300,bmw,Germany
1283473643,honda,Japan
1283576576,netapp,United States
1283582996,novartis,Switzerland
1283613182,federal university of technology parana,Brazil
1283654650,greenville health system,United States
1283664872,mediterranean agronomic institute of chania,Greece
1283721771,ign,United States
1283772866,national engineering and scientific commission,Pakistan
1283779083,digital management inc,United States
1283797469,atomic energy regulatory board,India
1283798510,eembc,Not Found
1283990227,ontario ministry of agriculture and food,Canada
1284112523,ministry of transport and communications,Norway
1284164197,iesb,Brazil
1284255940,dallas police department,United States
1284261467,disney interactive studios,United States
1284277383,kia motors,South Korea
1284308235,translational genomics research institute,United States
1284353912,ventana medical systems,United States
1284577377,center for strategic and international studies,United States
1284598098,king abdulaziz city for science and technology,Saudi Arabia
1284627352,british hospital,United Kingdom
1284657591,thousandeyes,United States
1284704050,iso new england,United States
1284762954,zhejiang a f university,China
1285093257,potomac institute for policy studies,United States
1285146798,siemens plm software,United States
1285204247,cincinnati children s hospital medical center,United States
1285301757,rush university medical center,United States
1285340605,bapuji institute of engineering technology,India
1285371901,louisiana public service commission,United States
1285420085,hung yen university of technology and education,Vietnam
1285436969,risk and insurance management society,United States
1285739803,medstar washington hospital center,United States
1285764155,merck co,United States
1285764184,fiat group automobiles,Italy
1285782058,rajamangala university of technology,Thailand
1285790362,finnish meteorological institute,Finland
1285887220,sydney south west area health service,Australia
1285929390,hubei university of medicine,China
1285933455,german national metrology institute,Germany
1286202602,american council of trustees and alumni,United States
1286298704,jaguar cars,United Kingdom
1286329397,united states geological survey,United States
1286341389,chengdu neusoft university,China
1286353243,autodesk,United States
1286361989,american petroleum institute,United States
1286406326,bureau of meteorology,Australia
1286490081,boston medical center,United States
1286499117,national aerospace laboratories,India
1286697812,gaia online,United States
1286704778,rutherford appleton laboratory,United Kingdom
1286819638,department of tourism,Philippines
1286907093,international association of machinists and aerospace workers,United States
1286959531,united nations,United States
1287020227,lastline,United States
1287097855,atkins,United Kingdom
1287163989,massachusetts eye and ear infirmary,United States
1287193074,catholic university of lyon,France
1287207038,tam airlines,Brazil
1287521167,lockheed martin space systems,United States
1287548271,institute for animal health,United Kingdom
1287551835,national skin centre,Singapore
1287610024,hauptman woodward medical research institute,United States
1287616797,iron butt association,United States
1287640093,national agricultural statistics service,United States
1287642686,national science and technology center for disaster reduction,Taiwan
1287643137,beth israel medical center,United States
1287845142,villagereach,United States
1287925875,toa corp,Japan
1288018005,iberdrola,Spain
1288043984,techno india university,India
1288051870,organisation for economic co operation and development,France
1288087642,stoke on trent,United Kingdom
1288139528,family firm institute,United States
1288162130,university of colorado hospital,United States
1288198617,american cancer society,United States
1288214837,united states naval research laboratory,United States
1288216863,jisan research institute,United States
1288237921,australian council for educational research,Australia
1288297660,marsh mclennan companies,United States
1288330432,oklahoma state department of health,United States
1288463179,ministry of internal affairs,Romania
1288481572,center for earth resources observation and science,United States
1288600564,asian development bank,Philippines
1288623742,royal irish academy,Ireland
1288626455,id software,United States
1288652306,royal museum for central africa,Belgium
1288702032,ministry of education,Namibia
1288761627,embraer,Brazil
1288814302,empire state aerosciences museum,United States
1288880153,necker enfants malades hospital,France
1288882113,boston children s hospital,United States
1288894424,health canada,Canada
1288944089,transportation security administration,United States
1288948787,johnson johnson pharmaceutical research and development,United States
1288958732,land rover,United Kingdom
1288969090,chinese ministry of science and technology,China
1288970718,university of souk ahras,Algeria
1289019353,lahey hospital medical center,United States
1289243028,oak ridge national laboratory,United States
1289303365,raja ramanna centre for advanced technology,India
1289387233,natural resources conservation service,United States
1289395710,southwest university of visual arts,United States
1289422878,dartmouth hitchcock medical center,United States
1289437631,fox chase cancer center,United States
1289461252,indian space research organisation,India
1289490764,centers for disease control and prevention,United States
1289500381,niksun inc,Not Found
1289525096,texas biomedical research institute,United States
1289530486,bc cancer agency,Canada
1289575342,bbn technologies,United States
1289584040,maine principals association,United States
1289592571,southern california earthquake center,United States
1289702989,university system of georgia,United States
1289762815,royal society,United Kingdom
1289784979,university college hospital,United Kingdom
1289835202,blue shield of california,United States
1289910757,neoma business school,France
1289992829,north carolina department of health and human services,United States
1290095210,bureau of labor statistics,United States
1290109248,rajagiri,India
1290158734,united states commodity futures trading commission,United States
1290190913,german statistical office,Germany
1290206253,microsoft,United States
1290223451,international business school,Hungary
1290267391,digital domain,United States
1290270317,nissin electric,Japan
1290463931,southwest research institute,United States
1290491151,south korean ministry for health welfare and family affairs,South Korea
1290523313,szent istvan university,Hungary
1290537432,museum of mathematics,United States
1290603121,world health organization,Switzerland
1290648732,national computerization agency,South Korea
1290690896,academy of natural sciences of drexel university,United States
1290724944,public works and government services canada,Canada
1290748110,save the children,United Kingdom
1290866511,fhi 360,United States
1290900354,tufts medical center,United States
1290998266,the mill,Not Found
1291012402,indian ministry of environment and forests,India
1291123497,public safety canada,Canada
1291195349,los angeles county sheriff s department,United States
1291346424,g b pant engineering college new delhi,India
1291396726,korea transportation safety authority,South Korea
1291425158,google,United States
1291431925,mozilla foundation,United States
1291458624,swedish defence research agency,Sweden
1291567583,comision nacional para el conocimiento y uso de la biodiversidad,Mexico
1291822081,grumman aircraft corporation,United States
1291836623,mount sinai hospital toronto,Canada
1291847170,california health and human services agency,United States
1291899566,ufvjm,Brazil
1292047781,electro voice,United States
1292082932,maxlinear,United States
1292114621,fumec university,Brazil
1292159580,qualcomm atheros,United States
1292318990,nuance communications,United States
1292359360,nato,Belgium
1292404956,european union of medical specialists,Belgium
1292524976,carter center,United States
1292647816,international practical shooting confederation,Canada
1292669757,toshiba,Japan
1292697047,sparta inc,United States
1292805627,internet movie database,United States
1292815773,st joseph hospital,United States
1292842697,esri,United States
1292859797,montreal neurological institute and hospital,Canada
1292863401,centrelink,Australia
1292870874,air france,France
1292875679,commonwealth scientific and industrial research organisation,Australia
1292894508,roswell park cancer institute,United States
1292966370,lincoln s inn,United Kingdom
1292974536,ford motor company,United States
1293035123,met office,United Kingdom
1293062124,automotive service excellence,United States
1293067938,international institute of minnesota,United States
1293130351,instituto nacional de estadistica,Spain
1293226324,unesco,Afghanistan
1293231726,joslin diabetes center,United States
1293257904,ofm inc,United States
1293302089,swedish meteorological and hydrological institute,Sweden
1293303778,flanders marine institute,Belgium
1293313711,chery,China
1293318137,michelin,France
1293320746,mcgraw hill financial,United States
1293334821,ducks unlimited,United States
1293386609,ivy tech community college of indiana,United States
1293392918,ministry of foreign affairs,South Korea
1293448361,institut de radioprotection et de surete nucleaire,France
1293502524,loma linda university medical center,United States
1293612202,toyota,Japan
1293631320,american institutes for research,United States
1293718874,tri service general hospital,Taiwan
1293723497,government college,Not Found
1293796582,seat,Not Found
1293923725,emc corporation,United States
1293930524,wisconsin department of public instruction,United States
1293975846,bausch lomb,United States
1294130401,rvs college of engineering technology,India
1294182474,cihan university,Iraq
1294194843,united states atomic energy commission,United States
1294273899,bonneville power administration,United States
1294278766,children s memorial hospital,United States
1294297726,exploratorium,United States
1294350288,scania ab,Sweden
1294504835,marshall space flight center,United States
1294606314,beijing tongren hospital,China
1294613384,era aviation,United States
1294627699,peninsular malaysia,Malaysia
1294639003,summa health system,United States
1294671590,centre national de la recherche scientifique,France
1294711689,abertawe bro morgannwg university health board,United Kingdom
1294715344,ingenuity systems,United States
1294788219,american university of ras al khaimah,United States
1294824412,seattle biomed,United States
1294913275,university press of america,United States
1294977145,planning commission,Not Found
1294991024,air university,Pakistan
1295069243,all nippon airways,Japan
1295092993,residence inn by marriott,United States
1295121038,leeds general infirmary,United Kingdom
1295178317,premier inc,Not Found
1295232881,dutch ministry of justice,Netherlands
1295271775,defense intelligence agency,United States
1295297804,ciena,United States
1295339012,boeing commercial airplanes,United States
1295342814,epic games,United States
1295346377,monsanto,United States
1295349077,linux professional institute,Canada
1295499534,seattle children s,United States
1295585255,european network and information security agency,Greece
1295636932,society of actuaries,United States
1295723120,indigenous environmental network,United States
1295768896,world food programme,Italy
1295801184,netherlands institute for neuroscience,Netherlands
1295838558,western australia department of agriculture,United States
1295868456,radiophysical research institute,Russia
1295876152,houston methodist hospital,United States
1295929820,yamaha corporation,Japan
1295960279,jasco applied sciences,Canada
1295999767,california native plant society,United States
1296080982,naval medical center san diego,United States
1296127346,broadcom,United States
1296342797,pharmaceutical product development,United States
1296452710,hunan international economics university,China
1296454133,internal revenue service,United States
1296541250,rosatom,Russia
1296604144,memorial hospital of south bend,United States
1296630153,telecom italia mobile,Italy
1296683979,fireeye inc,United States
1296697866,national board of health and welfare,Sweden
1296703163,office of the secretary of defense,United States
1296725772,university of engineering management,India
1296747019,united parcel service,Georgia
1296766271,south korean ministry of information and communication,South Korea
1296787989,new york state department of environmental conservation,United States
1296788130,university malaya medical centre,Malaysia
1296823611,national palace museum,Taiwan
1296851301,pacific institute,United States
1296914515,royal academy of arts,United Kingdom
1296990705,academy of management,United States
1297011914,gulf coast regional blood center,United States
1297127228,space telescope science institute,United States
1297146569,suqian college,China
1297146656,medstar national rehabilitation hospital,United States
1297202495,concord hospital,United States
1297244568,american physical society,United States
1297288678,national renewable energy laboratory,United States
1297331678,horvath partners,Germany
1297333082,altarum institute,United States
1297363086,st michael s hospital,Not Found
1297402049,st john s hospital,Not Found
1297433849,gyan ganga institute of technology sciences,India
1297457811,bengal college of engineering technology,India
1297460800,defence research and development canada,Canada
1297502334,democratic republic of the congo ministry of health,Not Found
1297507797,ea digital illusions ce,Sweden
1297533735,techno india college of technology,India
1297540436,biogen idec,United States
1297546910,university of north carolina system,United States
1297588116,international comfort products corporation,United States
1297592001,bionics institute,Australia
1297596422,oculus vr,United States
1297681990,sri krishna arts and science college,India
1297743664,boyce thompson institute for plant research,United States
1297772910,universud paris,France
1297830933,urban design group,United States
1297860793,thales training simulation,United Kingdom
1297905751,adhiparasakthi engineering college,India
1297934274,european medicines agency,United Kingdom
1297971548,international computer science institute,United States
1297991670,southwest university of science and technology,China
1297996940,msc industrial direct company inc,United States
1298036714,bulgarian ministry of education and science,Bulgaria
1298060332,new york state department of health,United States
1298154867,kennedy krieger institute,United States
1298200873,cure international,United States
1298207432,guy s hospital,United Kingdom
1298353152,sri international,United States
1298354342,brazilian institute of geography and statistics,Brazil
1298434055,army emergency relief,United States
1298453700,space science institute,United States
1298482675,salesforce com,United States
1298535563,dallas museum of art,United States
1298590031,shizuoka university,Japan
1298604190,mikoyan,Russia
1298633626,cselt,Italy
1298676151,uganda telecom,Uganda
1298723799,environmental defense fund,United States
1298748095,american meteorological society,United States
1298852496,civil aviation authority of singapore,Singapore
1298853749,university hospital of north norway,Norway
1298884728,national court reporters association,United States
1299022934,united states department of health and human services,United States
1299164729,australia telescope national facility,Australia
1299170990,samarkand state university,Uzbekistan
1299218025,metrohealth,United States
1299230806,colombian ministry of national education,Colombia
1299266404,australian electoral commission,Australia
1299303238,national institutes of health,United States
1299319934,rijksmuseum,Netherlands
1299343005,strand life sciences,India
1299398628,saab automobile ab,Sweden
1299422453,national institute of statistics and geography,Mexico
1299455027,national association of the deaf,United States
1299457549,civil aviation administration of china,China
1299528221,engineering and physical sciences research council,United Kingdom
1299570846,apics,United States
1299623118,department of science and technology,Philippines
1299779963,project management institute,United States
1299907687,bloomberg l p,United States
1299915259,serc reliability corporation,United States
1299916419,university of dayton research institute,United States
1299951241,caterpillar inc,United States
1300086047,mauritius commercial bank,Mauritius
1300137990,public service commission,Not Found
1300193779,acropolis technical campus,India
1300202203,havok,Ireland
1300204847,anses,Argentina
1300273839,ministry of fisheries,Not Found
1300321885,chesapeake energy,United States
1300393620,university of technology and life sciences in bydgoszcz,Poland
1300468209,department of social welfare and development,Philippines
1300541047,national museum of ethnology,Netherlands
1300548115,industrial research institute,United States
1300590480,alenia aeronautica,Italy
1300757298,heilongjiang university of science and technology,China
1300825427,national institute of radiological sciences,Japan
1300957399,centralesupelec,France
1301041018,rakuten,Japan
1301076528,city of hope national medical center,United States
1301102746,renault,France
1301182553,iveco,Italy
1301384047,indian department of telecommunications,India
1301390666,qatar airways,Qatar
1301411061,pasteur institute of iran,Iran
1301508284,new york city fire department,United States
1301553790,j craig venter institute,United States
1301626629,new york academy of medicine,United States
1301640363,national center for charitable statistics,United States
1301648996,american express,United States
1301653859,nlight,United States
1301666793,american enterprise institute,United States
1301813860,fortinet,United States
1301864278,arkansas children s hospital,United States
1301968116,mef university,Turkey
1301991143,american bar association,United States
1302113299,babraham institute,United Kingdom
1302135459,paypal,United States
1302163369,hartford hospital,United States
1302207122,carl zeiss ag,Germany
1302211766,queensland health,Australia
1302221669,asia university,Japan
1302237321,science museum london,United Kingdom
1302368450,united states environmental protection agency,United States
1302390186,cardiff school of art design,United Kingdom
1302444339,north shore lij health system,United States
1302456161,walt disney animation studios,United States
1302485747,verizon communications,United States
1302611135,chinese ministry of public security,China
1302830009,ferrari,Netherlands
1302893094,orca,Not Found
1302905929,indian department of atomic energy,India
1302918504,planetary science institute,United States
1302978242,academy of medical sciences united kingdom,United Kingdom
1303056057,australian taxation office,Australia
1303077703,turkish ministry of health,Turkey
1303153112,european bioinformatics institute,United Kingdom
1303212264,westminster school,United Kingdom
1303243448,umass memorial health care,United States
1303354386,southern baptist convention,Georgia
1303371618,international telecommunication union,Senegal
1303371947,steel dynamics inc,United States
1303377637,united cerebral palsy,United States
1303391909,institute of education sciences,United States
1303474014,defence science and technology organisation,Australia
1303481939,naval medical center portsmouth,United States
1303526167,muscular dystrophy association,United States
1303546319,texas center for superconductivity,United States
1303603819,royal botanical gardens,Not Found
1303912358,philippine savings bank,Philippines
1304023955,ankang university,China
1304085615,nvidia,United States
1304127598,group health cooperative,United States
1304155728,military medical academy,Bulgaria
1304161147,mission health system,United States
1304182191,association of classical and christian schools,United States
1304196042,loyola university medical center,United States
1304256225,university of wisconsin system,United States
1304269903,trinity health,United States
1304278710,children s hospital of orange county,United States
1304316813,advanced concepts team,Netherlands
1304484114,reasoning mind,United States
1304557061,national center for toxicological research,United States
1304598786,path,United States
1304681254,national army museum,United Kingdom
1304808963,national park service,United States
1305001552,grady memorial hospital,United States
1305023659,livestrong foundation,United States
1305126327,zibo vocational institute,China
1305244822,new york city law department,United States
1305258596,lovelace respiratory research institute,United States
1305326132,maharani s science college for women,India
1305418528,lufthansa,Germany
1305429183,schneider electric,France
1305429384,jpmorgan chase,United States
1305444813,capital one,United States
1305457654,mercy corps,United States
1305493378,nasa headquarters,United States
1305577998,federal ministry of finance germany,Germany
1305633390,international sleep products association,United States
1305710815,university college of engineering,India
1305743544,barclaycard,United Kingdom
1305868803,department of sustainability environment water population and communities,Australia
1305934669,palantir technologies,United States
1305941100,victoria police,Australia
1305948331,institute for geosciences and natural resources,Germany
1306099058,geological survey of slovenia,Slovenia
1306117286,huntington hospital,United States
1306134198,los angeles county department of public health,United States
1306139398,the walt disney company,United States
1306264927,institut de recherche pour le developpement,France
1306266525,goddard space flight center,United States
1306287861,mitsubishi,Japan
1306291479,islamic azad university roudehen branch,Iran
1306339040,ericsson,Sweden
1306409833,adobe systems,United States
1306430637,st vincent s health system,United States
1306486109,dublin institute for advanced studies,Ireland
1306487692,fortune,United States
1306490931,united states army corps of engineers,United States
1306529301,ge aviation,United States
1306642263,volkswagen,Germany
1306686416,raytheon,United States
1306727919,georgia department of natural resources,United States
1306891753,cybercast news service,United States
1306932309,cooperative research centre,Australia
1306956679,united kingdom ministry of defence,United Kingdom
1306990411,canada centre for remote sensing,Canada
1306996943,institute for defense analyses,United States
1306997873,missile defense agency,United States
1307034911,north bristol nhs trust,United Kingdom
1307098950,salk institute for biological studies,United States
1307131547,federation internationale de motocyclisme,Switzerland
1307195382,st bartholomew s hospital,United Kingdom
1307352178,institute for creation research,United States
1307383912,cross cancer institute,Canada
1307497284,boys town,United States
1307585291,khulna university of engineering technology,Bangladesh
1307600426,dassault aviation,France
1307613440,canadian food inspection agency,Canada
1307628816,academy for urban school leadership,United States
1307663599,lytro,United States
1307700357,south african airways,South Africa
1307721752,aol,United States
1307740848,tennessee valley authority,United States
1308101579,verisign,United States
1308118854,tirr memorial hermann,United States
1308126019,national oceanic and atmospheric administration,United States
1308158557,hong kong marine department,Hong Kong
1308199089,harbin university,China
1308271441,murshidabad college of engineering technology,India
1308294787,patuxent wildlife research center,United States
1308321612,malaysian ministry of higher education,Malaysia
1308343090,carle foundation hospital,United States
1308403363,commissariat a l energie atomique et aux energies alternatives,France
1308418830,fannie mae,United States
1308455917,ast,Not Found
1308524038,kiel institute for the world economy,Germany
1308548392,santa fe institute,United States
1308683654,executive office of the president of the united states,United States
1308686765,national center for science education,United States
1308846620,nominum,United States
1308881443,computer sciences corporation,United States
1308906816,symantec,United States
1308952385,japanese ministry of land infrastructure and transport,Japan
1308967388,center for food safety,United States
1309014829,california department of social services,United States
1309087048,d wave systems,Canada
1309140791,royal netherlands meteorological institute,Netherlands
1309191912,research triangle park,United States
1309307044,central glass and ceramic research institute,India
1309497760,california department of water resources,United States
1309532762,blackberry limited,Canada
1309545706,heanet,Ireland
1309614253,brazilian agency of telecommunications,Brazil
1309671496,suny poly college of nanoscale science and engineering,United States
1309785505,matra,France
1309796872,national pingtung university,Taiwan
1309849503,rand corporation,United States
1309919772,sarnoff corporation,United States
1310049589,vitesse semiconductor,United States
1310053265,st george s hospital,United Kingdom
1310099993,mitsubishi motors,Japan
1310101958,national technological university,Argentina
1310145890,international monetary fund,United States
1310183320,national center for genome resources,Argentina
1310264347,iit research institute,United States
1310269161,citrix systems,United States
1310293346,house ear institute,United States
1310421338,allegheny health network,United States
1310430882,national center for public policy research,United States
1310434165,chicago metropolitan agency for planning,United States
1310439424,accenture,Ireland
1310473015,opel,Germany
1310500635,visalus,United States
1310696848,amazon web services,United States
1310705465,cleveland museum of art,United States
1310710659,turkish airlines,Turkey
1310815967,central european institute of technology,Austria
1310859192,bascom palmer eye institute,United States
1310866531,consejo nacional de ciencia y tecnologia,Mexico
1310919316,porsche,Germany
1311003375,burton snowboards,United States
1311060795,national science foundation,United States
1311063273,hong kong examinations and assessment authority,Hong Kong
1311099166,academia sinica institute of astronomy and astrophysics,Taiwan
1311157440,universidad peruana de ciencias aplicadas,Peru
1311191458,la jolla institute for allergy and immunology,United States
1311218312,semiconductor manufacturing international corporation,China
1311269955,apple inc,United States
1311289386,united states department of education,United States
1311308879,the conservation fund,United States
1311329549,united kingdom ministry of labour,United Kingdom
1311361839,agustawestland,Italy
1311365494,intelligence and national security alliance,United States
1311436738,ministry of health,Vietnam
1311564700,ceres,United States
1311688040,amazon com,United States
1311914864,scripps health,United States
1311921367,advanced micro devices,United States
1311921951,psychological operations,Not Found
1311948675,u s consumer product safety commission,United States
1311968801,corporation for national research initiatives,United States
1312093733,ccm hockey,Canada
1312106833,biotechnology institute,United States
1312192358,university of belgrade faculty of electrical engineering,Serbia
1312222531,agricultural research service,United States
1312409250,institut d estadistica de catalunya,Spain
1312445953,tea board of india,India
1312486979,local initiatives support corporation,United States
1312537475,naval medical research center,United States
1312636312,good samaritan hospital,United States
1312732213,the coca cola company,United States
1312742337,queensland parks and wildlife service,Australia
1312923310,aeronautica,Not Found
1312987727,university of neyshabur,Iran
1312996466,safdarjang hospital,India
1313003366,woods hole research center,United States
1313014049,springer science business media,Germany
1313079697,southwest university of political science law,China
1313142568,florida museum of natural history,United States
1313298211,st jude children s research hospital,United States
1313313744,u s securities and exchange commission,United States
1313323035,russian academy of sciences,Russia
1313378897,albert schweitzer hospital,Gabon
1313416372,united states forest service,United States
1313493414,kora organics,Australia
1313525311,analytica,United States
1313606977,museum fur naturkunde,Germany
1313752989,bungie,United States
1313929544,mse,Not Found
1313967475,american academy of arts and sciences,United States
1313980527,institut fur rundfunktechnik,Germany
1314022388,population council,United States
1314042554,norwegian meteorological institute,Norway
1314071896,chicago police department,United States
1314107994,european laboratory for non linear spectroscopy,Italy
1314135232,nationwide children s hospital,United States
1314143314,capital district health authority,Canada
1314248365,modern academy for engineering technology,Egypt
1314251682,institut national de la recherche agronomique,France
1314307781,bennett college,United States
1314362111,media lab europe,Ireland
1314423267,uem group,Malaysia
1314448543,soka gakkai international,Japan
1314466530,tokai university,Japan
1314475165,federal ministry of the interior,Germany
1314505883,united states naval institute,United States
1314576485,middle east airlines,Lebanon
1314580408,paradigm,Not Found
1314586196,united states department of justice,United States
1314596251,allen institute for brain science,United States
1314660416,ministry of construction,Not Found
1314665148,federal university of western para,Brazil
1314676015,chicago transit authority,United States
1314696892,fermilab,United States
1314849024,indian ministry of culture,India
1314875022,ministry of interior,Italy
1314883814,thailand ministry of industry,Thailand
1314892704,honda r d americas,United States
1314913594,national endowment for the humanities,United States
1314996769,american diabetes association,United States
1315037921,queensland department of natural resources and water,Australia
1315085146,universidade federal de lavras,Brazil
1315120468,electronics for imaging,United States
1315135799,marshfield clinic,United States
1315147158,chemonics,United States
1315181785,pacific maritime association,United States
1315279114,zhejiang wanli university,China
1315288073,cliniques universitaires saint luc,Belgium
1315319756,state bureau of surveying and mapping,China
1315336074,national collegiate scouting association athletic recruiting,United States
1315456113,vinh university,Vietnam
1315496137,university of maryland medical center,United States
1315513584,pakistan council of scientific and industrial research,Pakistan
1315559485,national museum of japanese history,Japan
1315649409,institute on taxation and economic policy,United States
1315708478,san francisco va medical center,United States
1315718997,politecnico grancolombiano,Colombia
1315738937,zoran corporation,United States
1315778391,lehigh valley hospital,United States
1315786102,kam controls,United States
1315787074,selex es,Italy
1315798265,data domain,United States
1315810332,altair engineering,United States
1315821353,thorlabs,United States
1315852903,japan agency for marine earth science and technology,Japan
1315913913,tms,Not Found
1315953007,techno india,India
1315959041,united states army tank automotive research development and engineering center,United States
1316006694,mcafee,United States
1316036230,madonna rehabilitation hospital,United States
1316052090,mater health services,Australia
1316054898,centra,Ireland
1316064682,linkedin,United States
1316176738,vulcan inc,United States
1316216832,inter services intelligence,Pakistan
1316252247,pakistan museum of natural history,Pakistan
1316351202,european railway agency,France
1316449672,zenith electronics,United States
1316463537,meteorological service of canada,Canada
1316499981,the interactive institute,Sweden
1316535847,beth israel deaconess medical center,United States
1316583848,institute of economic studies,France
1316630387,adidas,Germany
1316664386,cessna,United States
1316675753,bahia state university,Brazil
1316901054,conservation international,United States
1316902750,cleveland clinic,United States
1316910977,dupont,United States
1317029613,air canada,Canada
1317171322,national archives and records administration,United States
1317239608,federal reserve system,United States
1317358082,institut de recherche en communications et cybernetique de nantes,France
1317444621,icad inc,United States
1317524287,dalian institute of science and technology,China
1317578790,german office for information security,Germany
1317584667,msd ignition,United States
1317621060,indian institute of technology guwahati,India
1317635190,valve corporation,United States
1317664592,alabama power,United States
1317666531,rouge valley health system,Canada
1317680332,library of congress,United States
1317715968,west,Not Found
1317728487,queensland department of natural resources and mines,Australia
1317755276,bureau of indian affairs,United States
1317774081,international institute for applied systems analysis,Austria
1317776637,universidade federal do acre,Brazil
1317822957,palo alto medical foundation,United States
1317921629,japanese ministry of the environment,Japan
1318003438,elsevier,Netherlands
1318034575,national space institute,United States
1318116459,national marrow donor program,United States
1318242428,united states department of housing and urban development,United States
1318272276,ted,United States
1318287680,center for biologics evaluation and research,United States
1318430499,tata elxsi,India
1318466143,bioware,Canada
1318611468,fidelity investments,United States
1318617081,woodrow wilson international center for scholars,United States
1318643470,union hospital,China
1318687432,national academy of sciences,United States
1319032362,royal haskoningdhv,Netherlands
1319063186,langley research center,United States
1319194486,st michael s gaa sligo,Ireland
1319259000,national geospatial intelligence agency,United States
1319261023,monterey bay aquarium research institute,United States
1319306116,haskins laboratories,United States
1319328641,british antarctic survey,United Kingdom
1319360392,european academy of bozen,Italy
1319431455,picatinny arsenal,United States
1319467473,british airways,United Kingdom
1319473763,volkswagen group,Germany
1319577703,california department of parks and recreation,United States
1319597252,center for global development,United States
1319660883,technological educational institute of messolonghi,Greece
1319689352,fisheries and oceans canada,Canada
1319694347,isle of man department of transport,United Kingdom
1319743688,abbott northwestern hospital,United States
1319760190,nhs scotland,United Kingdom
1319766352,telecom saint etienne,France
1319815248,statistics canada,Canada
